학교명,학교급_구분,시도교육청,교육지원청,지역,위도,경도,주소내역,폐교여부,폐교연도,시도,행정구,학교급,전체학생수,편성학급수,교원1인당학생수,공간유휴화지수,학교코드_KEDI,전체교원수,총교실수,동일생활권_대체학교수
신북중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영암교육지원청,전남광주통합특별시 영암군,34.890702753,126.6976683077,전남광주통합특별시 영암군 신북면 월평리,0,,전남,영암군,중학교,141,7,15.3,21.51,K140001736,9,14,0
영암금정중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영암교육지원청,전남광주통합특별시 영암군,34.861564385,126.7528175006,전남광주통합특별시 영암군 금정면,0,,전남,영암군,중학교,183,14,10.7,11.54,K140001737,17,20,0
영암낭주중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영암교육지원청,전남광주통합특별시 영암군,34.7273848537,126.5671284028,전남광주통합특별시 영암군 학산면 독천리,0,,전남,영암군,중학교,308,15,14.0,15.23,K140001738,22,21,0
영암도포중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영암교육지원청,전남광주통합특별시 영암군,34.8497195697,126.6430483527,전남광주통합특별시 영암군 도포면 구학리,0,,전남,영암군,중학교,199,12,14.6,1.23,K140001739,14,15,0
영암서호중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영암교육지원청,전남광주통합특별시 영암군,34.7562798487,126.5845270218,전남광주통합특별시 영암군 서호면 장천리,0,,전남,영암군,중학교,185,10,9.6,6.25,K140001741,19,14,0
영암여자중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영암교육지원청,전남광주통합특별시 영암군,34.803590588,126.7032453923,전남광주통합특별시 영암군 영암읍,0,,전남,영암군,중학교,44,3,7.2,73.0,K140001742,6,7,1
영암중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영암교육지원청,전남광주통합특별시 영암군,34.7990378868,126.6878756208,전남광주통합특별시 영암군 영암읍,0,,전남,영암군,중학교,255,14,16.7,10.63,K140001743,15,21,1
구림공업고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영암군,34.759886369,126.6271238692,전남광주통합특별시 영암군 군서면,0,,전남,영암군,고등학교,327,23,14.1,8.76,K140000180,23,28,0
전남에너지고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영암군,34.8833011093,126.6907471162,전남광주통합특별시 영암군 신북면 이천리,0,,전남,영암군,고등학교,510,31,13.8,18.69,K140000256,37,41,0
영암고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영암군,34.799082744,126.6867400719,전남광주통합특별시 영암군 영암읍,0,,전남,영암군,고등학교,213,18,6.7,2.7,K140000285,32,23,1
영암낭주고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영암군,34.7309182631,126.5640571441,전남광주통합특별시 영암군 학산면,0,,전남,영암군,고등학교,276,20,15.8,12.7,K140000286,17,26,0
대불초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영암교육지원청,전남광주통합특별시 영암군,34.7565419256,126.4601467005,전남광주통합특별시 영암군 삼호읍 용앙리,0,,전남,영암군,초등학교,140,11,12.8,25.27,K140001751,11,18,1
해제중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,35.1149732682,126.2975642299,전남광주통합특별시 무안군 해제면,0,,전남,무안군,중학교,338,23,16.2,2.35,K140000933,21,29,0
영암여자고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영암군,34.8034483102,126.702566168,전남광주통합특별시 영암군 영암읍,0,,전남,영암군,고등학교,239,18,17.7,5.06,K140000287,14,22,1
삼호고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영암군,34.7512410521,126.4698573848,전남광주통합특별시 영암군 삼호읍 용앙리,0,,전남,영암군,고등학교,283,15,17.5,12.93,K140005410,16,21,0
망운초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,35.0159347035,126.3935152904,전남광주통합특별시 무안군 망운면,0,,전남,무안군,초등학교,169,14,16.3,1.54,K140000934,10,19,1
무안초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.991570382,126.4767287753,전남광주통합특별시 무안군 무안읍,0,,전남,무안군,초등학교,135,7,6.1,32.77,K140000940,22,13,0
삼향동초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8380208801,126.4782445639,전남광주통합특별시 무안군 삼향읍 맥포리,0,,전남,무안군,초등학교,84,6,16.6,43.71,K140000941,5,11,2
삼향북초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8796601871,126.4198605855,전남광주통합특별시 무안군 삼향읍 지산리,0,,전남,무안군,초등학교,136,6,6.9,38.85,K140000942,20,11,1
삼향초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8428513558,126.4325238761,전남광주통합특별시 무안군 삼향읍,0,,전남,무안군,초등학교,206,10,16.2,7.57,K140000943,13,16,1
운남초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.9591549673,126.337466243,전남광주통합특별시 무안군 운남면 연리,0,,전남,무안군,초등학교,38,3,9.4,45.53,K140000946,4,8,0
일로동초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8726394552,126.5089083751,전남광주통합특별시 무안군 일로읍,0,,전남,무안군,초등학교,131,7,13.3,28.95,K140000948,10,11,1
일로초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8506146001,126.4949842693,전남광주통합특별시 무안군 일로읍 월암리,0,,전남,무안군,초등학교,64,5,6.5,26.79,K140000950,10,9,2
청계남초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.884357446,126.4373427258,전남광주통합특별시 무안군 청계면,0,,전남,무안군,초등학교,216,10,15.3,19.46,K140000953,14,15,1
청계북초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.9572237343,126.4464798066,전남광주통합특별시 무안군 청계면,0,,전남,무안군,초등학교,5,1,7.3,79.59,K140000954,2,4,0
청계초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.9255799536,126.428945221,전남광주통합특별시 무안군 청계면,0,,전남,무안군,초등학교,75,6,10.9,27.32,K140000956,7,12,0
해제남초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,35.0820516275,126.2949254871,전남광주통합특별시 무안군 해제면,0,,전남,무안군,초등학교,150,10,15.8,3.83,K140000958,9,14,0
해제초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,35.1147535129,126.2963507091,전남광주통합특별시 무안군 해제면,0,,전남,무안군,초등학교,245,19,14.3,18.3,K140000963,17,28,0
남악고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 무안군,34.8104902896,126.46863012,전남광주통합특별시 무안군 삼향읍 남악리,0,,전남,무안군,고등학교,242,15,6.1,16.08,K140005325,40,23,0
나산초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1166070361,126.6062691573,전남광주통합특별시 함평군 나산면,0,,전남,함평군,초등학교,76,4,10.8,30.34,K140002103,7,9,0
손불서초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1568499265,126.4068760892,전남광주통합특별시 함평군 손불면 월천리,0,,전남,함평군,초등학교,270,16,6.5,7.94,K140002109,42,23,0
손불초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1455411091,126.4335098651,전남광주통합특별시 함평군 손불면 대전리,0,,전남,함평군,초등학교,5,1,14.1,57.93,K140002110,2,5,0
신광초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1572593208,126.499152524,전남광주통합특별시 함평군 신광면,0,,전남,함평군,초등학교,5,1,17.6,76.08,K140002112,2,6,0
현경북초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,35.0597344935,126.3606879221,전남광주통합특별시 무안군 현경면 오류리,0,,전남,무안군,초등학교,155,11,13.9,4.51,K140000966,11,14,0
현경초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,35.0195975117,126.4139959577,전남광주통합특별시 무안군 현경면,0,,전남,무안군,초등학교,80,6,8.7,39.2,K140000967,9,11,1
일로초등학교청망분교장,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.7928490595,126.5029963366,전남광주통합특별시 무안군 일로읍 망월리,0,,전남,무안군,초등학교,38,2,10.3,40.73,K140003272,4,5,1
남악초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8128519451,126.4740227928,전남광주통합특별시 무안군 삼향읍 남악리,0,,전남,무안군,초등학교,177,13,17.7,18.49,K140005346,10,18,5
무안행복초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8069200865,126.4850393078,주소미상,0,,전남,무안군,초등학교,140,8,8.7,30.01,K140005585,16,15,2
망운중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.9582662757,126.3424527796,전남광주통합특별시 무안군 운남면,0,,전남,무안군,중학교,124,8,12.7,21.8,K140000925,10,12,0
무안북중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.9891232701,126.4678376027,전남광주통합특별시 무안군 무안읍,0,,전남,무안군,중학교,52,4,10.8,15.09,K140000927,5,7,0
무안중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8544847266,126.4937905916,전남광주통합특별시 무안군 일로읍,0,,전남,무안군,중학교,267,15,15.2,11.63,K140000929,18,22,1
무안청계중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.9150367313,126.4303357667,전남광주통합특별시 무안군 청계면,0,,전남,무안군,중학교,245,15,16.4,5.65,K140000930,15,21,0
무안현경중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,35.0240096858,126.4108306796,전남광주통합특별시 무안군 현경면,0,,전남,무안군,중학교,170,11,10.1,12.99,K140000931,17,16,0
전남체육중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.844607472,126.4977565402,전남광주통합특별시 무안군 일로읍,0,,전남,무안군,중학교,365,20,13.9,6.34,K140000932,26,24,1
함평초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.0619117306,126.5127720936,전남광주통합특별시 함평군 함평읍 내교리,0,,전남,함평군,초등학교,34,2,12.6,43.52,K140002122,3,8,1
해보초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1773574105,126.6026786642,전남광주통합특별시 함평군 해보면 금덕리,0,,전남,함평군,초등학교,5,1,9.3,60.2,K140002124,2,4,0
대동향교초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.0680199583,126.5321539434,전남광주통합특별시 함평군 대동면,0,,전남,함평군,초등학교,65,4,9.3,31.93,K140002125,7,10,1
함평손불중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1439334507,126.4282098852,전남광주통합특별시 함평군 손불면 대전리,0,,전남,함평군,중학교,175,9,12.5,9.6,K140002096,14,15,0
함평신광중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1555286843,126.5008883989,전남광주통합특별시 함평군 신광면 월암리,0,,전남,함평군,중학교,204,17,7.8,9.7,K140002097,26,22,0
함평여자중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.0582176122,126.5212917498,전남광주통합특별시 함평군 함평읍,0,,전남,함평군,중학교,156,9,15.7,12.2,K140002098,10,16,1
함평월야중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1889612812,126.6258548882,전남광주통합특별시 함평군 월야면 월야리,0,,전남,함평군,중학교,215,17,6.8,11.0,K140002099,32,21,1
함평중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.068612369,126.5222660034,전남광주통합특별시 함평군 함평읍 기각리,0,,전남,함평군,중학교,55,4,7.1,18.98,K140002100,8,10,1
함평해보중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.175309423,126.6037424879,전남광주통합특별시 함평군 해보면,0,,전남,함평군,중학교,324,18,10.1,4.74,K140002101,32,23,1
나산실용예술중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1172241264,126.6031244089,전남광주통합특별시 함평군 나산면 삼축리,0,,전남,함평군,중학교,172,8,7.4,3.69,K140005578,23,13,0
남악중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8106319817,126.4705308631,전남광주통합특별시 무안군 삼향읍 남악리,0,,전남,무안군,중학교,292,14,11.7,14.17,K140005345,25,22,3
오룡중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시무안교육지원청,전남광주통합특별시 무안군,34.8080385803,126.4752992481,전남광주통합특별시 무안군 삼향읍 남악리,0,,전남,무안군,중학교,214,17,10.8,11.04,K140005473,20,23,3
무안고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 무안군,34.981966283,126.4669946305,전남광주통합특별시 무안군 무안읍 성남리,0,,전남,무안군,고등학교,305,19,14.7,9.17,K140000213,21,26,1
백제고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 무안군,34.9815011248,126.4735949465,전남광주통합특별시 무안군 무안읍 성남리,0,,전남,무안군,고등학교,318,18,17.4,16.17,K140000217,18,24,1
전남예술고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 무안군,34.8467810171,126.4297393992,전남광주통합특별시 무안군 삼향읍 유교리,0,,전남,무안군,고등학교,304,23,15.0,7.19,K140000303,20,30,1
전남체육고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 무안군,34.8451873639,126.4976097868,전남광주통합특별시 무안군 일로읍 월암리,0,,전남,무안군,고등학교,327,17,8.2,11.79,K140004882,40,24,0
서울신암초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5495280497,127.1244762974,서울특별시 강동구 암사2동 502~570,0,,서울,강동구,초등학교,226,12,17.2,2.41,K010000934,13,18,20
서울천동초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5407769802,127.1379629374,서울특별시 강동구 길동 370~385,0,,서울,강동구,초등학교,136,6,10.7,37.33,K010000947,13,14,20
서울천일초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5442673917,127.1333073267,서울 강동구 천호1동,0,,서울,강동구,초등학교,177,15,11.7,14.21,K010000948,15,20,21
서울천호초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5473956678,127.1364542496,서울 강동구 천호1동,0,,서울,강동구,초등학교,113,8,11.1,39.07,K010000949,10,15,19
서울한산초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5284894461,127.1415118976,서울특별시 강동구 둔촌2동,0,,서울,강동구,초등학교,235,12,9.4,17.81,K010000954,25,20,21
서울강명초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5545659139,127.1734473782,서울특별시 강동구 상일동,0,,서울,강동구,초등학교,66,4,16.7,37.74,K010005527,4,10,18
서울고현초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5541226126,127.1659317814,서울특별시 강동구 상일동,0,,서울,강동구,초등학교,264,13,10.0,17.05,K010005600,26,19,18
서울강솔초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5623040945,127.1803785697,서울특별시 강동구 강일동,0,,서울,강동구,초등학교,117,9,12.9,25.37,K010006385,9,14,15
서울강빛초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5744459081,127.1712973575,주소미상,0,,서울,강동구,초등학교,6,1,8.9,53.73,K010006543,2,5,14
강일중학교,중학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5554015578,127.1383248867,서울특별시 강동구 암사3동,0,,서울,강동구,중학교,193,11,15.6,18.94,K010000858,12,18,12
고덕중학교,중학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.560177087,127.1608837801,서울 강동구 고덕동,0,,서울,강동구,중학교,112,9,15.3,42.44,K010000860,7,18,12
동북중학교,중학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5203860956,127.1405407259,서울특별시 강동구 둔촌1동,0,,서울,강동구,중학교,264,15,9.6,11.42,K010000861,28,21,17
동신중학교,중학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5368275976,127.1343169137,서울특별시 강동구 천호동,0,,서울,강동구,중학교,115,6,14.2,26.0,K010000862,8,10,18
서울강동초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5462820907,127.1300157119,서울 강동구 천호4동,0,,서울,강동구,초등학교,84,6,14.4,40.98,K010000902,6,13,20
월야초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.1769673192,126.6321321439,전남광주통합특별시 함평군 월야면,0,,전남,함평군,초등학교,5,1,12.8,52.94,K140002116,2,7,0
학다리중앙초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시함평교육지원청,전남광주통합특별시 함평군,35.0130211955,126.5370787111,전남광주통합특별시 함평군 학교면,0,,전남,함평군,초등학교,84,5,13.2,19.61,K140002117,6,10,0
영광백수중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2834083994,126.405470943,전남광주통합특별시 영광군 백수읍,0,,전남,영광군,중학교,5,1,12.9,65.58,K140001655,2,7,0
영광염산중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2205023214,126.3732119444,전남광주통합특별시 영광군 염산면,0,,전남,영광군,중학교,22,1,7.0,41.7,K140001659,3,5,0
함평학다리고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 함평군,35.0601003247,126.5153304726,전남광주통합특별시 함평군 함평읍 내교리,0,,전남,함평군,고등학교,341,22,14.0,8.2,K140000320,24,29,0
함평고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 함평군,35.1036889549,126.4927943211,전남광주통합특별시 함평군 함평읍,0,,전남,함평군,고등학교,344,23,11.6,16.35,K140000323,30,32,0
함평골프고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 함평군,35.0261521893,126.5356185504,전남광주통합특별시 함평군 학교면 사거리,0,,전남,함평군,고등학교,301,14,11.3,6.61,K140000324,27,21,0
전남보건고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 함평군,35.1885275142,126.6243285323,전남광주통합특별시 함평군 월야면,0,,전남,함평군,고등학교,134,6,16.3,42.94,K140000327,8,14,0
군남초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2360728129,126.4581616261,전남광주통합특별시 영광군 군남면 백양리,0,,전남,영광군,초등학교,116,9,6.3,43.67,K140001665,18,16,0
군서초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2573764028,126.4777687353,전남광주통합특별시 영광군 군서면 남죽리,0,,전남,영광군,초등학교,120,6,9.0,39.47,K140001667,13,14,0
염산초등학교낙월분교장,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2020609407,126.1365095884,전남광주통합특별시 영광군 낙월면 상낙월리,0,,전남,영광군,초등학교,27,2,7.5,79.51,K140001668,4,8,0
대마초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.303053233,126.581913652,전남광주통합특별시 영광군 대마면,0,,전남,영광군,초등학교,240,20,6.4,11.08,K140001670,38,25,0
백수서초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2823575294,126.3963860309,전남광주통합특별시 영광군 백수읍,0,,전남,영광군,초등학교,190,13,9.3,11.81,K140001676,20,17,1
백수초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2824503434,126.4212800948,전남광주통합특별시 영광군 백수읍 천마리,0,,전남,영광군,초등학교,102,7,17.9,40.09,K140001678,6,13,1
법성포초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.3604889472,126.4543257536,전남광주통합특별시 영광군 법성면,0,,전남,영광군,초등학교,122,6,9.2,29.78,K140001681,13,13,0
불갑초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2115765885,126.5076139634,전남광주통합특별시 영광군 불갑면 쌍운리,0,,전남,영광군,초등학교,137,7,14.0,27.2,K140001685,10,13,0
염산초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2209107956,126.3671809493,전남광주통합특별시 영광군 염산면,0,,전남,영광군,초등학교,5,1,7.4,64.59,K140001689,2,6,0
서울신명초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5409280729,127.150011568,서울특별시 강동구 길동 1~104,0,,서울,강동구,초등학교,100,5,13.2,34.73,K010000933,8,9,20
영산성지고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영광군,35.3218814743,126.4357841351,전남광주통합특별시 영광군 백수읍,0,,전남,영광군,고등학교,168,10,17.8,15.27,K140000280,9,15,0
해룡고등학교,고등학교,전남광주통합특별시교육청,전남광주통합특별시교육청,전남광주통합특별시 영광군,35.2688603526,126.5125671062,전남광주통합특별시 영광군 영광읍,0,,전남,영광군,고등학교,130,7,9.5,35.05,K140000330,14,12,2
동화초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2741302786,126.7364072673,전남광주통합특별시 장성군 동화면 용정리,0,,전남,장성군,초등학교,98,4,16.2,37.37,K140001921,6,9,0
북이초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.4337519964,126.8048497579,전남광주통합특별시 장성군 북이면,0,,전남,장성군,초등학교,264,14,18.0,13.82,K140001922,15,22,0
북일초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.3848570711,126.7939438976,전남광주통합특별시 장성군 북일면 오산리,0,,전남,장성군,초등학교,171,9,13.1,10.13,K140001924,13,15,0
분향초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2394985886,126.8013786744,전남광주통합특별시 장성군 남면 분향리,0,,전남,장성군,초등학교,74,3,9.7,19.05,K140001925,8,7,0
사창초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시장성교육지원청,전남광주통합특별시 장성군,35.2606451737,126.6659088621,전남광주통합특별시 장성군 삼계면,0,,전남,장성군,초등학교,166,13,14.1,15.92,K140001926,12,19,0
영광중앙초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.279316012,126.506395293,전남광주통합특별시 영광군 영광읍,0,,전남,영광군,초등학교,232,12,16.1,1.58,K140001693,14,16,1
영광초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.278712427,126.5140403074,전남광주통합특별시 영광군 영광읍 무령리,0,,전남,영광군,초등학교,194,9,8.1,19.86,K140001694,24,13,1
홍농서초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.4184759792,126.4401983314,전남광주통합특별시 영광군 홍농읍,0,,전남,영광군,초등학교,125,6,11.4,39.85,K140001700,11,14,1
홍농초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.3994656184,126.448039717,전남광주통합특별시 영광군 홍농읍 상하리,0,,전남,영광군,초등학교,68,5,9.8,35.13,K140001701,7,10,1
묘량중앙초등학교,초등학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2678332728,126.5518453885,전남광주통합특별시 영광군 묘량면 운당리,0,,전남,영광군,초등학교,176,10,9.4,19.37,K140003499,19,16,0
법성중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.3585143635,126.4561698316,전남광주통합특별시 영광군 법성면,0,,전남,영광군,중학교,219,12,16.3,12.64,K140001649,13,18,0
성지송학중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2716807613,126.459353393,전남광주통합특별시 영광군 군서면,0,,전남,영광군,중학교,270,19,11.1,2.07,K140001651,24,22,0
영광군남중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.2401055397,126.4513935842,전남광주통합특별시 영광군 군남면 포천리,0,,전남,영광군,중학교,244,14,10.1,11.63,K140001652,24,19,0
영광대마중학교,중학교,전남광주통합특별시교육청,전남광주통합특별시영광교육지원청,전남광주통합특별시 영광군,35.3012378549,126.576188171,전남광주통합특별시 영광군 대마면,0,,전남,영광군,중학교,285,20,13.2,6.27,K140001653,22,24,0
서울길동초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5385090692,127.1448155073,서울특별시 강동구 길동,0,,서울,강동구,초등학교,77,5,8.6,26.08,K010000909,9,10,21
서울대명초등학교,초등학교,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,37.5472098651,127.1527988584,서울특별시 강동구 명일2동,0,,서울,강동구,초등학교,225,14,8.8,9.73,K010000911,26,18,19
