학교명,학교급_구분,시도교육청,교육지원청,지역,위도,경도,주소내역,폐교여부,폐교연도,시도,행정구,학교급,전체학생수,편성학급수,교원1인당학생수,공간유휴화지수,학교코드_KEDI,전체교원수,총교실수,동일생활권_대체학교수
구리고등학교,고등학교,경기도교육청,경기도교육청,경기도 구리시,37.5886787736,127.1399489319,경기도 구리시 수택3동,0,,경기,구리시,고등학교,537,37,10.1,17.91,K090000496,53,49,6
구리여자고등학교,고등학교,경기도교육청,경기도교육청,경기도 구리시,37.5907046053,127.1513070916,경기도 구리시 토평동,0,,경기,구리시,고등학교,392,20,17.7,5.63,K090000497,22,27,7
서울삼육고등학교,고등학교,경기도교육청,경기도교육청,경기도 구리시,37.596627482,127.1253745402,경기도 구리시 교문동,0,,경기,구리시,고등학교,337,26,7.7,13.73,K090000606,44,32,5
수택고등학교,고등학교,경기도교육청,경기도교육청,경기도 구리시,37.5946363489,127.1542319232,경기도 구리시 수택동,0,,경기,구리시,고등학교,263,16,6.5,16.16,K090000656,40,21,6
인창고등학교,고등학교,경기도교육청,경기도교육청,경기도 구리시,37.5654275504,126.9634989875,경기도 구리시 인창동,0,,경기,구리시,고등학교,371,30,6.4,11.26,K090000769,58,37,21
장승초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.7304965507,127.1952503855,경기도 남양주시 진접읍 장현10리,0,,경기,남양주시,초등학교,161,10,11.6,7.41,K090001649,14,15,7
장현초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.7194832371,127.1822130743,주소미상,0,,경기,남양주시,초등학교,122,6,7.0,44.34,K090001651,17,11,8
조안초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.5465841835,127.3004212256,경기도 남양주시 조안면 조안리,0,,경기,남양주시,초등학교,96,7,12.1,23.35,K090001652,8,14,1
진건초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6579731747,127.178959705,경기도 남양주시 진건읍 용정리,0,,경기,남양주시,초등학교,114,5,9.9,43.46,K090001653,12,9,2
창현초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.645898188,127.3018813547,경기도 남양주시 화도읍 창현리,0,,경기,남양주시,초등학교,5,1,10.0,46.25,K090001654,2,4,7
천마초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6560321437,127.280073227,경기도 남양주시 화도읍 묵현리,0,,경기,남양주시,초등학교,137,10,13.6,26.68,K090001655,10,16,6
퇴계원초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6536922368,127.1414171238,경기도 남양주시 퇴계원면,0,,경기,남양주시,초등학교,81,4,8.0,19.15,K090001658,10,9,7
평내초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6490675353,127.2378089152,주소미상,0,,경기,남양주시,초등학교,247,16,15.2,1.04,K090001660,16,22,8
풍양초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.702182155,127.161616567,주소미상,0,,경기,남양주시,초등학교,122,10,13.0,22.81,K090001661,9,18,1
호평초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6675991352,127.2468980827,경기도 남양주시 호평동,0,,경기,남양주시,초등학교,25,2,17.0,43.49,K090001662,2,8,7
화접초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6533955962,127.1160188856,경기도 남양주시 별내동,0,,경기,남양주시,초등학교,116,7,10.4,44.59,K090001663,11,13,7
남양주신촌초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6454205886,127.2399218404,경기도 남양주시 평내동 441~600,0,,경기,남양주시,초등학교,36,2,17.8,70.47,K090005026,2,8,8
남양주동곡초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6288957935,127.203921299,주소미상,0,,경기,남양주시,초등학교,158,10,12.9,1.07,K090001613,12,14,1
남양주미금초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6086451303,127.1540841698,주소미상,0,,경기,남양주시,초등학교,143,7,17.7,21.71,K090001614,8,11,19
남양주송라초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6546093979,127.3016718401,경기도 남양주시 화도읍 마석우리,0,,경기,남양주시,초등학교,197,10,6.3,13.73,K090001615,31,16,7
남양주송촌초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.5676138429,127.31813182,경기도 남양주시 조안면 송촌리,0,,경기,남양주시,초등학교,57,4,14.7,26.96,K090001616,4,9,1
남양주백봉초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6438310679,127.241779496,경기도 남양주시 평내동,0,,경기,남양주시,초등학교,123,6,15.8,39.96,K090005146,8,12,8
양오초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6975017498,127.1921442801,경기도 남양주시 오남읍 양지1리,0,,경기,남양주시,초등학교,11,1,6.6,60.19,K090005147,2,4,7
어람초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6823942391,127.2130915755,경기도 남양주시 오남읍,0,,경기,남양주시,초등학교,176,14,12.9,13.42,K090005185,14,22,3
예봉초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.592136958,127.2211223026,경기 남양주시 와부읍 덕소리,0,,경기,남양주시,초등학교,162,11,15.6,12.34,K090005494,10,17,4
가운초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6005446454,127.1559065047,경기도 남양주시 가운동,0,,경기,남양주시,초등학교,160,10,12.7,13.13,K090005678,13,14,21
구룡초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6580617745,127.2526643905,주소미상,0,,경기,남양주시,초등학교,120,7,6.8,21.9,K090005705,18,14,8
진접초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.7170475284,127.1996939835,경기도 남양주시 진접읍,0,,경기,남양주시,초등학교,153,9,14.3,8.09,K090005708,11,16,9
차산초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.636301718,127.3015751478,주소미상,0,,경기,남양주시,초등학교,248,17,6.7,1.96,K090005710,37,23,5
남양주덕송초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6691374415,127.1161147946,주소미상,0,,경기,남양주시,초등학교,97,5,15.8,32.63,K090005780,6,11,4
별가람초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6541927185,127.1242247105,경기도 남양주시 별내동,0,,경기,남양주시,초등학교,131,7,6.5,28.78,K090005784,20,13,7
부평초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.7375759584,127.2013827902,경기도 남양주시 진접읍 부평리,0,,경기,남양주시,초등학교,33,2,7.6,70.43,K090005988,4,7,7
주곡초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.7246188716,127.2062161225,경기도 남양주시 진접읍 금곡리,0,,경기,남양주시,초등학교,51,4,9.3,21.19,K090006452,5,9,8
심석초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6572347799,127.3065917997,경기도 남양주시 화도읍 마석우리,0,,경기,남양주시,초등학교,128,8,13.6,28.1,K090001641,9,16,8
오남초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6952682844,127.2145797471,경기도 남양주시 오남읍 오남리,0,,경기,남양주시,초등학교,208,13,17.7,4.43,K090001644,12,19,4
와부초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.5863894695,127.2187412667,경기도 남양주시 와부읍 덕소리,0,,경기,남양주시,초등학교,99,6,7.4,33.42,K090001645,13,11,4
용신초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6609907804,127.173381886,경기도 남양주시 진건읍 신월리,0,,경기,남양주시,초등학교,101,5,7.7,40.44,K090001646,13,12,2
한별초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6465842042,127.1159810953,주소미상,0,,경기,남양주시,초등학교,87,5,10.4,37.96,K090006970,8,11,7
남양주샛별초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6660531607,127.1293221524,경기도 남양주시 별내동 870,0,,경기,남양주시,초등학교,77,6,16.0,43.33,K090006971,5,14,6
다산가람초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6195276475,127.1495826094,주소미상,0,,경기,남양주시,초등학교,144,9,11.6,44.15,K090007239,12,15,17
다산한강초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.5994160523,127.1724949135,주소미상,0,,경기,남양주시,초등학교,5,1,9.9,70.88,K090007275,2,7,10
남양주다산초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6266199852,127.1587227447,주소미상,0,,경기,남양주시,초등학교,222,11,12.7,6.45,K090007307,17,15,12
다산새봄초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6199663975,127.1592455031,주소미상,0,,경기,남양주시,초등학교,67,4,9.1,21.58,K090007320,7,7,14
다산하늘초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6277142068,127.146553974,주소미상,0,,경기,남양주시,초등학교,178,12,10.8,9.5,K090007407,16,18,14
은솔초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6503085341,127.2950968011,경기도 남양주시 화도읍,0,,경기,남양주시,초등학교,18,1,10.0,79.76,K090007424,2,5,7
하랑초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.649958565,127.2550800356,주소미상,0,,경기,남양주시,초등학교,174,10,15.6,8.84,K090007443,11,16,9
다산별빛초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6170124893,127.1654824519,주소미상,0,,경기,남양주시,초등학교,174,8,17.1,4.78,K090007581,10,11,12
광동중학교,중학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.7165528681,127.1753531918,주소미상,0,,경기,남양주시,중학교,218,12,15.1,18.94,K090001575,14,20,2
금곡중학교,중학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6339585585,127.214516618,경기도 남양주시 금곡동,0,,경기,남양주시,중학교,81,4,11.3,26.58,K090001579,7,10,1
장내초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6412718046,127.2348778362,경기도 남양주시 평내동 441~600,0,,경기,남양주시,초등학교,140,8,12.1,35.73,K090005027,12,14,8
판곡초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6599838377,127.2417865385,경기도 남양주시 호평동,0,,경기,남양주시,초등학교,25,2,7.5,71.53,K090005028,3,8,8
평동초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6544584463,127.2477124228,주소미상,0,,경기,남양주시,초등학교,100,5,15.0,40.29,K090005029,7,10,8
사능초등학교,초등학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6553953789,127.1842843137,경기도 남양주시 진건읍 사능리,0,,경기,남양주시,초등학교,202,12,13.2,16.6,K090005145,15,19,2
미금중학교,중학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6149631074,127.1593254435,경기도 남양주시 지금동 198~700,0,,경기,남양주시,중학교,260,12,16.8,16.89,K090001586,15,16,8
별내중학교,중학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.7108163261,127.1127015383,경기도 남양주시 별내면,0,,경기,남양주시,중학교,182,11,8.4,13.69,K090001587,22,16,1
수동중학교,중학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.709125411,127.3248041516,경기도 남양주시 수동면 입석3리,0,,경기,남양주시,중학교,83,7,15.1,27.11,K090001588,5,15,0
심석중학교,중학교,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,37.6559978014,127.3069130904,경기도 남양주시 화도읍 마석우리,0,,경기,남양주시,중학교,245,13,14.2,13.68,K090001589,17,17,2
